Date,Open,High,Low,Close,Adj Close,Volume
2022-06-28,6.260000,6.350000,5.677000,5.780000,5.780000,3585200
2022-06-29,6.700000,6.842000,5.866000,6.250000,6.250000,3615500
2022-06-30,6.140000,7.000000,6.130000,6.690000,6.690000,2083600
2022-07-01,6.670000,7.450000,6.510000,7.420000,7.420000,750700
2022-07-05,7.360000,8.490000,7.230000,8.460000,8.460000,932700
2022-07-06,8.700000,10.730000,8.620000,9.960000,9.960000,4209500
2022-07-07,9.960000,10.990000,9.600000,10.930000,10.930000,1337900
2022-07-08,10.680000,11.070000,10.260000,10.960000,10.960000,838100
2022-07-11,10.720000,10.881000,9.460000,9.490000,9.490000,799300
2022-07-12,9.560000,10.300000,9.270000,10.210000,10.210000,537600
2022-07-13,9.950000,10.600000,9.846000,10.090000,10.090000,393700
2022-07-14,10.040000,10.040000,9.290000,9.350000,9.350000,362000
2022-07-15,9.530000,9.970000,9.270000,9.760000,9.760000,271200
2022-07-18,9.820000,10.250000,8.810000,8.880000,8.880000,528200
2022-07-19,8.960000,9.080000,8.740000,8.950000,8.950000,216500
2022-07-20,9.050000,9.650000,8.890000,9.390000,9.390000,429500
2022-07-21,9.420000,10.350000,9.370000,10.240000,10.240000,477600
2022-07-22,10.210000,10.250000,8.930000,9.000000,9.000000,561100
